,Broader,N,PUBMEDID,AUTHOR,parentterm,STAGE,DATE,ACCESSION,DiseaseOrTrait
13937,Other/Mixed,558.0,25468567.0,Perez-Andreu V,Cancer,replication,2014-12-02,GCST002713,Acute lymphoblastic leukemia (adolescents and young adults)
8689,European,5275.0,25477429.0,Lieb W,Cardiovascular measurement,initial,2014-12-04,GCST002714,Plasma renin activity levels
6618,European,1462.0,25476525.0,Germain M,Metabolic disorder,initial,2014-12-06,GCST002716,Diabetic nephropathy in type 1 diabetes
8964,European,6341.0,25476525.0,Germain M,Metabolic disorder,replication,2014-12-06,GCST002716,Diabetic nephropathy in type 1 diabetes
12880,Hispanic or Latin American,454.0,25488688.0,Pino-Yanes M,Other measurement,replication,2014-12-06,GCST002717,Serum IgE levels
13176,Hispanic or Latin American,3334.0,25488688.0,Pino-Yanes M,Other measurement,initial,2014-12-06,GCST002717,Serum IgE levels
14197,Other/Mixed,3286.0,25483131.0,Ghassibe-Sabbagh M,Metabolic disorder,initial,2014-12-08,GCST002718,Type 2 diabetes
7881,European,3269.0,25562672.0,Byrne EM,Other measurement,initial,2014-12-09,GCST002719,Seasonality
5982,European,887.0,25562672.0,Byrne EM,Other measurement,replication,2014-12-09,GCST002719,Seasonality
9342,European,8013.0,25646338.0,Mozaffarian D,Lipid or lipoprotein measurement,initial,2014-12-10,GCST002721,Trans fatty acid levels
11202,European,45530.0,25493955.0,Gorski M,"Other disease, Other measurement, Other trait",initial,2014-12-10,GCST002720,Kidney function decline traits
2283,Asian,669.0,25646338.0,Mozaffarian D,Lipid or lipoprotein measurement,replication,2014-12-10,GCST002721,Trans fatty acid levels
847,African American or Afro-Caribbean,1082.0,25646338.0,Mozaffarian D,Lipid or lipoprotein measurement,replication,2014-12-10,GCST002721,Trans fatty acid levels
10399,European,18028.0,25493955.0,Gorski M,"Other disease, Other measurement, Other trait",replication,2014-12-10,GCST002720,Kidney function decline traits
12934,Hispanic or Latin American,657.0,25646338.0,Mozaffarian D,Lipid or lipoprotein measurement,replication,2014-12-10,GCST002721,Trans fatty acid levels
12728,Hispanic or Latin American,8.0,25503805.0,Karnes JH,"Response to drug, Other trait",initial,2014-12-11,GCST002722,Heparin-induced thrombocytopenia
13640,Other/Mixed,7.0,25503805.0,Karnes JH,"Response to drug, Other trait",initial,2014-12-11,GCST002722,Heparin-induced thrombocytopenia
5240,European,426.0,25503805.0,Karnes JH,"Response to drug, Other trait",replication,2014-12-11,GCST002722,Heparin-induced thrombocytopenia
5865,European,811.0,25503805.0,Karnes JH,"Response to drug, Other trait",initial,2014-12-11,GCST002722,Heparin-induced thrombocytopenia
1576,Asian,1.0,25503805.0,Karnes JH,"Response to drug, Other trait",initial,2014-12-11,GCST002722,Heparin-induced thrombocytopenia
510,African American or Afro-Caribbean,116.0,25503805.0,Karnes JH,"Response to drug, Other trait",initial,2014-12-11,GCST002722,Heparin-induced thrombocytopenia
6643,European,1507.0,25524241.0,Richter HE,Other trait,initial,2014-12-15,GCST002723,Urgency urinary incontinence
6640,European,1504.0,25524241.0,Richter HE,Other trait,replication,2014-12-15,GCST002723,Urgency urinary incontinence
8259,European,4108.0,25514360.0,Hansel NN,"Other disease, Other measurement",initial,2014-12-16,GCST002724,Airway responsiveness in chronic obstructive pulmonary disease
13239,Hispanic or Latin American,4176.0,25524916.0,Palmer ND,Other measurement,initial,2014-12-18,GCST002726,Glucose homeostasis traits
6702,European,1553.0,25533491.0,Rautanen A,"Other measurement, Other trait, Other disease",initial,2014-12-18,GCST002725,Sepsis from pneumonia (survival)
5484,European,538.0,25533491.0,Rautanen A,"Other measurement, Other trait, Other disease",replication,2014-12-18,GCST002725,Sepsis from pneumonia (survival)
7628,European,2791.0,25521368.0,Tonjes A,Cardiovascular measurement,initial,2014-12-18,GCST004389,Circulating chemerin levels
6513,European,1341.0,25526632.0,Rafiq S,"Other measurement, Cancer",initial,2014-12-19,GCST002727,Breast cancer (survival)
6655,European,1523.0,25526632.0,Rafiq S,"Other measurement, Cancer",replication,2014-12-19,GCST002727,Breast cancer (survival)
8054,European,3574.0,25552591.0,Lieb W,Cardiovascular measurement,initial,2014-12-31,GCST002731,Endothelial growth factor levels
3936,Asian,7861.0,25705162.0,Oh JH,Hematological measurement,replication,2014-12-31,GCST002733,Platelet count
4022,Asian,8842.0,25705162.0,Oh JH,Hematological measurement,initial,2014-12-31,GCST002733,Platelet count
3308,Asian,3000.0,25705159.0,Hong Y,Other trait,initial,2014-12-31,GCST002730,Hepatitis
4021,Asian,8842.0,25705158.0,Shim U,"Body measurement, Lipid or lipoprotein measurement, Other measurement, Metabolic disorder",initial,2014-12-31,GCST002732,Metabolic syndrome
7804,European,3184.0,25552591.0,Lieb W,Cardiovascular measurement,replication,2014-12-31,GCST002731,Endothelial growth factor levels
6280,European,1090.0,25557950.0,Alonso A,"Digestive system disorder, Immune system disorder, Other trait, Biological process",initial,2014-12-31,GCST002729,Crohn's disease-related phenotypes
11595,European,80607.0,25551457.0,Baumert J,"Other measurement, Body measurement, Biological process, Hematological measurement",initial,2014-12-31,GCST002734,"Fibrinogen levels (smoking status, alcohol consumption or body mass index interaction)"
6478,European,1296.0,25557950.0,Alonso A,"Digestive system disorder, Immune system disorder, Other trait, Biological process",replication,2014-12-31,GCST002729,Crohn's disease-related phenotypes
2953,Asian,1925.0,25489960.0,Yang SK,Digestive system disorder,replication,2015-01-01,GCST008485,Crohn's disease
2581,Asian,1183.0,25489960.0,Yang SK,Digestive system disorder,initial,2015-01-01,GCST008485,Crohn's disease
1788,Asian,135.0,25824743.0,Haryono SJ,Cancer,initial,2015-01-01,GCST002735,Breast cancer
250,African,2790.0,25561047.0,Musani SK,Cardiovascular measurement,initial,2015-01-05,GCST002736,B-type natriuretic peptide levels
3320,Asian,3080.0,25566987.0,Hosgood HD 3rd,"Other measurement, Cancer",initial,2015-01-08,GCST002739,Lung cancer (household air pollution interaction)
9983,European,12244.0,25574825.0,Baurecht H,Immune system disorder,initial,2015-01-08,GCST002738,Psoriasis
2951,Asian,1922.0,25574032.0,Lee H,Other disease,initial,2015-01-08,GCST002741,Polycystic ovary syndrome
10403,European,18190.0,25574825.0,Baurecht H,"Immune system disorder, Other disease",initial,2015-01-08,GCST002740,Inflammatory skin disease
8875,European,5946.0,25574825.0,Baurecht H,Immune system disorder,initial,2015-01-08,GCST002737,Atopic dermatitis
2513,Asian,1027.0,25574032.0,Lee H,Other disease,replication,2015-01-08,GCST002741,Polycystic ovary syndrome
9131,European,7046.0,25569183.0,Vijai J,Cancer,initial,2015-01-08,GCST002742,Marginal zone lymphoma
6533,European,1362.0,25569183.0,Vijai J,Cancer,replication,2015-01-08,GCST002742,Marginal zone lymphoma
14167,Other/Mixed,2547.0,25884002.0,Moore CB,"Lipid or lipoprotein measurement, Other disease",initial,2015-01-09,GCST002744,HDL Cholesterol in HIV-infection
14110,Other/Mixed,1376.0,25575512.0,Lu W,Lipid or lipoprotein measurement,initial,2015-01-09,GCST002746,Lipoprotein (a) - cholesterol levels
14168,Other/Mixed,2547.0,25884002.0,Moore CB,"Other disease, Hematological measurement",initial,2015-01-09,GCST002743,Neutrophil count in HIV-infection
14169,Other/Mixed,2547.0,25884002.0,Moore CB,"Other disease, Other measurement",initial,2015-01-09,GCST002745,Total bilirubin levels in HIV-1 infection
7660,European,2845.0,25583994.0,Tardif JC,"Response to drug, Cardiovascular measurement, Cardiovascular disease",initial,2015-01-11,GCST002747,Response to Dalcetrapib treatment in acute coronary syndrome
10072,European,13491.0,25581431.0,Kuchenbaecker KB,Cancer,initial,2015-01-12,GCST002748,Epithelial ovarian cancer
11357,European,56254.0,25581431.0,Kuchenbaecker KB,Cancer,replication,2015-01-12,GCST002748,Epithelial ovarian cancer
12836,Hispanic or Latin American,337.0,25584925.0,Chen W,Other disease,replication,2015-01-13,GCST002750,Chronic obstructive pulmonary disease
1717,Asian,94.0,25628645.0,Tong Y,"Other measurement, Response to drug",initial,2015-01-13,GCST002749,Response to Homoharringtonine (cytotoxicity)
497,African American or Afro-Caribbean,93.0,25628645.0,Tong Y,"Other measurement, Response to drug",initial,2015-01-13,GCST002749,Response to Homoharringtonine (cytotoxicity)
13036,Hispanic or Latin American,1188.0,25584925.0,Chen W,Other disease,initial,2015-01-13,GCST002750,Chronic obstructive pulmonary disease
4734,European,91.0,25628645.0,Tong Y,"Other measurement, Response to drug",initial,2015-01-13,GCST002749,Response to Homoharringtonine (cytotoxicity)
9533,European,8683.0,25644374.0,Poirier JG,"Other measurement, Cancer",initial,2015-01-19,GCST002753,Lung cancer and family history of lung cancer
13656,Other/Mixed,12.0,25599974.0,Zhang H,"Other measurement, Other trait",replication,2015-01-19,GCST002752,Spontaneous preterm birth (preterm delivery)
563,African American or Afro-Caribbean,194.0,25599974.0,Zhang H,"Other measurement, Other trait",replication,2015-01-19,GCST002752,Spontaneous preterm birth (preterm delivery)
14138,Other/Mixed,1851.0,25599974.0,Zhang H,"Other measurement, Other trait",initial,2015-01-19,GCST002751,Spontaneous preterm birth (preterm birth)
13898,Other/Mixed,392.0,25599974.0,Zhang H,"Other measurement, Other trait",replication,2015-01-19,GCST002751,Spontaneous preterm birth (preterm birth)
12803,Hispanic or Latin American,184.0,25599974.0,Zhang H,"Other measurement, Other trait",replication,2015-01-19,GCST002752,Spontaneous preterm birth (preterm delivery)
14142,Other/Mixed,1881.0,25599974.0,Zhang H,"Other measurement, Other trait",initial,2015-01-19,GCST002752,Spontaneous preterm birth (preterm delivery)
4765,European,103.0,25599974.0,Zhang H,"Other measurement, Other trait",replication,2015-01-19,GCST002752,Spontaneous preterm birth (preterm delivery)
6297,European,1112.0,25604533.0,Renauer PA,Cardiovascular disease,initial,2015-01-20,GCST006575,Takayasu arteritis
14070,Other/Mixed,978.0,25604533.0,Renauer PA,Cardiovascular disease,initial,2015-01-20,GCST006575,Takayasu arteritis
10042,European,13171.0,25607358.0,Hibar DP,Other measurement,initial,2015-01-21,GCST002756,Subcortical brain region volumes
10190,European,15130.0,25607358.0,Hibar DP,Other measurement,replication,2015-01-21,GCST002756,Subcortical brain region volumes
2209,Asian,545.0,25607358.0,Hibar DP,Other measurement,replication,2015-01-21,GCST002756,Subcortical brain region volumes
12954,Hispanic or Latin American,736.0,25607358.0,Hibar DP,Other measurement,replication,2015-01-21,GCST002756,Subcortical brain region volumes
7739,European,3020.0,25608926.0,Betz RC,Other disease,replication,2015-01-22,GCST004866,Alopecia areata
7438,European,2507.0,25616667.0,Goris A,"Immune system disorder, Other measurement",initial,2015-01-22,GCST002758,Oligoclonal band status in multiple sclerosis
9246,European,7565.0,25608926.0,Betz RC,Other disease,initial,2015-01-22,GCST004866,Alopecia areata
5817,European,773.0,25616667.0,Goris A,"Other measurement, Immune system disorder",initial,2015-01-22,GCST002757,Immunoglobulin G index levels in multiple sclerosis
11584,European,80494.0,25628336.0,Hromatka BS,Other trait,initial,2015-01-26,GCST002759,Motion sickness
5077,European,325.0,25625606.0,Mather KA,Neurological disorder,initial,2015-01-27,GCST002760,Hippocampal atrophy
10935,European,33231.0,25625282.0,Mahajan A,Other measurement,initial,2015-01-27,GCST007858,Fasting blood glucose adjusted for BMI
10877,European,30825.0,25625282.0,Mahajan A,Other measurement,initial,2015-01-27,GCST007857,Fasting blood insulin adjusted for BMI
5405,European,498.0,25625606.0,Mather KA,Other measurement,initial,2015-01-27,GCST002761,Hippocampal volume
3150,Asian,2405.0,25631615.0,Springelkamp H,Other measurement,replication,2015-01-28,GCST002765,Optic disc area
3117,Asian,2305.0,25631615.0,Springelkamp H,Other measurement,initial,2015-01-28,GCST002763,Optic disc area
3093,Asian,2225.0,25631615.0,Springelkamp H,Other measurement,replication,2015-01-28,GCST002762,Optic cup area
4266,Asian,14515.0,25629512.0,Cheng CY,Neurological disorder,replication,2015-01-28,GCST002766,Exudative age-related macular degeneration
10345,European,17248.0,25631615.0,Springelkamp H,Other measurement,initial,2015-01-28,GCST002763,Optic disc area
3118,Asian,2305.0,25631615.0,Springelkamp H,Other measurement,replication,2015-01-28,GCST002765,Optic disc area
2998,Asian,2025.0,25631615.0,Springelkamp H,Other measurement,replication,2015-01-28,GCST002762,Optic cup area
10343,European,17218.0,25631615.0,Springelkamp H,Other measurement,initial,2015-01-28,GCST002762,Optic cup area
3039,Asian,2131.0,25631615.0,Springelkamp H,Other measurement,replication,2015-01-28,GCST002765,Optic disc area
3038,Asian,2131.0,25631615.0,Springelkamp H,Other measurement,initial,2015-01-28,GCST002763,Optic disc area
10344,European,17218.0,25631615.0,Springelkamp H,Other measurement,initial,2015-01-28,GCST002764,Optic cup area
3092,Asian,2225.0,25631615.0,Springelkamp H,Other measurement,initial,2015-01-28,GCST002764,Optic cup area
3132,Asian,2363.0,25631615.0,Springelkamp H,Other measurement,initial,2015-01-28,GCST002764,Optic cup area
2997,Asian,2025.0,25631615.0,Springelkamp H,Other measurement,initial,2015-01-28,GCST002764,Optic cup area
3149,Asian,2405.0,25631615.0,Springelkamp H,Other measurement,initial,2015-01-28,GCST002763,Optic disc area
3927,Asian,7810.0,25629512.0,Cheng CY,Neurological disorder,initial,2015-01-28,GCST002766,Exudative age-related macular degeneration
3133,Asian,2363.0,25631615.0,Springelkamp H,Other measurement,replication,2015-01-28,GCST002762,Optic cup area
10346,European,17248.0,25631615.0,Springelkamp H,Other measurement,initial,2015-01-28,GCST002765,Optic disc area
11018,European,35380.0,25631608.0,Wessel J,Other measurement,initial,2015-01-29,GCST007898,Fasting blood insulin
11276,European,50900.0,25631608.0,Wessel J,Other measurement,initial,2015-01-29,GCST007899,Fasting blood glucose
1415,African American or Afro-Caribbean,9664.0,25631608.0,Wessel J,Other measurement,initial,2015-01-29,GCST007899,Fasting blood glucose
1455,African American or Afro-Caribbean,12738.0,25631608.0,Wessel J,Other measurement,initial,2015-01-29,GCST007898,Fasting blood insulin
7955,European,3378.0,25637581.0,Derringer J,Other measurement,replication,2015-01-31,GCST002768,Behavioral disinhibition
6305,European,1129.0,25637581.0,Derringer J,Other measurement,initial,2015-01-31,GCST002768,Behavioral disinhibition
45,African,114.0,25637581.0,Derringer J,Other measurement,initial,2015-01-31,GCST002768,Behavioral disinhibition
13704,Other/Mixed,40.0,25637581.0,Derringer J,Other measurement,initial,2015-01-31,GCST002768,Behavioral disinhibition
13706,Other/Mixed,42.0,25637581.0,Derringer J,Other measurement,initial,2015-01-31,GCST002768,Behavioral disinhibition
12887,Hispanic or Latin American,477.0,25637581.0,Derringer J,Other measurement,initial,2015-01-31,GCST002768,Behavioral disinhibition
12801,Hispanic or Latin American,175.0,25461247.0,Lehmann DS,"Response to drug, Other measurement, Other disease",initial,2015-02-01,GCST002769,Response to abacavir-containing treatment in HIV-1 infection (virologic failure)
5489,European,541.0,25637336.0,Chan JP,Other measurement,replication,2015-02-01,GCST002770,Hand grip strength
82,African,265.0,25461247.0,Lehmann DS,"Response to drug, Other measurement, Other disease",initial,2015-02-01,GCST002769,Response to abacavir-containing treatment in HIV-1 infection (virologic failure)
5117,European,346.0,25461247.0,Lehmann DS,"Response to drug, Other measurement, Other disease",initial,2015-02-01,GCST002769,Response to abacavir-containing treatment in HIV-1 infection (virologic failure)
119,African,545.0,25461247.0,Lehmann DS,"Response to drug, Other measurement, Other disease",initial,2015-02-01,GCST002771,Response to efavirenz-containing treatment in HIV 1 infection (virologic failure)
7130,European,2088.0,25637336.0,Chan JP,Other measurement,initial,2015-02-01,GCST002770,Hand grip strength
