DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	PLATFORM [SNPS PASSING QC]	ASSOCIATION COUNT	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2011-01-15	21150874	McDonough CW	2010-12-08	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/21150874	A genome-wide association study for diabetic nephropathy genes in African Americans.	Type 2 diabetes nephropathy	965 African American cases, 1,029 African American controls	709 African American cases, 690 African American controls	Affymetrix [832357]	5	diabetic nephropathy	http://www.ebi.ac.uk/efo/EFO_0000401	GCST000909	Genome-wide genotyping array
2010-03-07	20159113	Jakkula E	2010-02-12	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/20159113	Genome-wide association study in a high-risk isolate for multiple sclerosis reveals associated variants in STAT3 gene.	Multiple sclerosis	68 Finland founder cases, 136 Finland founder controls	83 Finland founder cases, 365 Finland founder controls 3,285 European ancestry cases, 6,379 European ancestry controls, 1,202 cases, 3,399 controls	Illumina [297343]	2	multiple sclerosis	http://www.ebi.ac.uk/efo/EFO_0003885	GCST000593	Genome-wide genotyping array
2011-01-03	21044949	Yang J	2010-11-02	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/21044949	ELF1 is associated with systemic lupus erythematosus in Asian populations.	Systemic lupus erythematosus	612 Chinese ancestry cases, 1,160 Chinese ancestry controls	2,090 Chinese ancestry cases, 1,981 Chinese ancestry controls, 462 Thai ancestry cases, 951 Thai ancestry controls	Illumina [513108]	1	systemic lupus erythematosus	http://www.ebi.ac.uk/efo/EFO_0002690	GCST000858	Genome-wide genotyping array
2009-04-16	19349983	Kamatani Y	2009-04-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19349983	A genome-wide association study identifies variants in the HLA-DP locus associated with chronic hepatitis B in Asians.	Hepatitis B	179 Japanese ancestry cases, 934 Japanese ancestry controls	1,599 Japanese ancestry cases, 2,821 Japanese ancestry controls, 308 Thai ancestry cases, 546 Thai ancestry controls	Illumina [499544]	1	hepatitis B virus infection	http://www.ebi.ac.uk/efo/EFO_0004197	GCST000375	Genome-wide genotyping array
2011-06-01	21502085	Troyer JL	2011-05-01	J Infect Dis	www.ncbi.nlm.nih.gov/pubmed/21502085	Genome-wide association study implicates PARD3B-based AIDS restriction.	AIDS progression	755 European ancestry seroconverter cases	NA	Affymetrix [700022]	7	AIDS	http://www.ebi.ac.uk/efo/EFO_0000765	GCST001060	Genome-wide genotyping array
2011-05-25	21505073	Terao C	2011-04-19	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/21505073	The human AIRE gene at chromosome 21q22 is a genetic determinant for the predisposition to rheumatoid arthritis in Japanese population.	Rheumatoid arthritis	1,247 Japanese ancestry cases, 1,486 Japanese ancestry controls	4,168 Japanese ancestry cases, 5,003 Japanese ancestry controls	Illumina [241523]	3	rheumatoid arthritis	http://www.ebi.ac.uk/efo/EFO_0000685	GCST001042	Genome-wide genotyping array
2010-05-24	20418888	Thorgeirsson TE	2010-04-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20418888	Sequence variants at CHRNB3-CHRNA6 and CYP2A6 affect smoking behavior.	Smoking behavior	31,266 European ancestry individuals	54,731 European ancestry individuals	Affymetrix, Illumina [~ 2500000] (imputed)	5	smoking behavior	http://www.ebi.ac.uk/efo/EFO_0004318	GCST000667	Genome-wide genotyping array
2015-05-26	21314694	Kendler KS	2011-02-11	Alcohol Clin Exp Res	www.ncbi.nlm.nih.gov/pubmed/21314694	Genomewide association analysis of symptoms of alcohol dependence in the molecular genetics of schizophrenia (MGS2) control sample.	Alcohol dependence	2,357 European ancestry individuals, 812 African American individuals	NA	Affymetrix [NR]	3	alcohol dependence	http://www.ebi.ac.uk/efo/EFO_0003829	GCST000977	Genome-wide genotyping array
2011-01-12	21124946	Paternoster L	2010-11-18	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21124946	Genome-wide association meta-analysis of cortical bone mineral density unravels allelic heterogeneity at the RANKL locus and potential pleiotropic effects on bone.	Bone mineral density	1,934 European ancestry individuals	Up to 3,835 European ancestry individuals	Illumina [2417199] (imputed)	1	bone density	http://www.ebi.ac.uk/efo/EFO_0003923	GCST000877	Genome-wide genotyping array
2012-01-24	21254220	Jiang Y	2011-02-01	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/21254220	Propensity score-based nonparametric test revealing genetic variants underlying bipolar disorder.	Bipolar disorder	1,868 European ancestry cases, 2,938 European ancestry controls	NA	Affymetrix [NR]	24	bipolar disorder	http://www.ebi.ac.uk/efo/EFO_0000289	GCST000961	Genome-wide genotyping array
2013-04-17	23337848	Posti JP	2013-01-18	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/23337848	A polymorphism in the protein kinase C gene PRKCB is associated with α2-adrenoceptor-mediated vasoconstriction.	Vascular constriction	64 European ancestry individuals	68 African America and European ancestry individuals	Illumina [433378]	0	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST001828	Genome-wide genotyping array
2011-05-13	21497890	Orange JS	2011-04-15	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/21497890	Genome-wide association identifies diverse causes of common variable immunodeficiency.	Common variable immunodeficiency	179 European ancestry cases, 1,917 European ancestry controls	109 European ancestry cases, 1,114 European ancestry controls	Illumina [610000]	0	Common variable immunodeficiency	http://www.orpha.net/ORDO/Orphanet_1572	GCST001039	Genome-wide genotyping array
2009-06-01	19448622	Sulem P	2009-05-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19448622	Genome-wide association study identifies sequence variants on 6q21 associated with age at menarche.	Menarche (age at onset)	15,297 European ancestry female individuals	10,040 European ancestry female individuals	Illumina [304226]	1	age at menarche	http://www.ebi.ac.uk/efo/EFO_0004703	GCST000400	Genome-wide genotyping array
2013-11-09	20592726	Chen SH	2010-06-30	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/20592726	Genetic variations in GRIA1 on chromosome 5q33 related to asparaginase hypersensitivity.	Asparaginase hypersensitivity in acute lymphoblastic leukemia	211 European ancestry child cases, 40 Black child cases, 46 Hispanic child cases, 4 Asian ancestry child cases, 21 child cases	99 European ancestry child cases, 33 Black child cases, 24 Hispanic child cases, 2 Asian ancestry child cases, 5 child cases	Affymetrix [364033]	1	asparaginase hypersensitivity	http://www.ebi.ac.uk/efo/EFO_0004881	GCST000715	Genome-wide genotyping array
2015-05-28	21316860	Velders FP	2011-02-11	Psychoneuroendocrinology	www.ncbi.nlm.nih.gov/pubmed/21316860	Genetics of cortisol secretion and depressive symptoms: a candidate gene and genome wide association approach.	Cortisol secretion	1,711 European ancestry individuals	2,836 European ancestry individuals	Illumina [530683]	0	cortisol secretion measurement	http://www.ebi.ac.uk/efo/EFO_0004642	GCST000978	Genome-wide genotyping array
2013-11-16	23577725	Naj AC	2013-05-01	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23577725	Genetic factors in nonsmokers with age-related macular degeneration revealed through genome-wide gene-environment interaction analysis.	Age-related macular degeneration	1,207 European ancestry cases, 686 European ancestry controls	122 European ancestry cases, 86 European ancestry controls	Affymetrix [2543887] (imputed)	5	age-related macular degeneration	http://www.ebi.ac.uk/efo/EFO_0001365	GCST001986	Genome-wide genotyping array
2013-11-16	23577725	Naj AC	2013-05-01	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23577725	Genetic factors in nonsmokers with age-related macular degeneration revealed through genome-wide gene-environment interaction analysis.	Age-related macular degeneration (smoking status interaction)	548 European ancestry ever smoking cases, 278 European ancestry ever smoking controls, 346 European ancestry never smoking cases, 247 European ancestry never smoking controls	NA	Affymetrix [2543887] (imputed)	3	smoking status measurement, age-related macular degeneration	http://www.ebi.ac.uk/efo/EFO_0006527, http://www.ebi.ac.uk/efo/EFO_0001365	GCST001990	Genome-wide genotyping array
2013-11-16	23577725	Naj AC	2013-05-01	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23577725	Genetic factors in nonsmokers with age-related macular degeneration revealed through genome-wide gene-environment interaction analysis.	Age-related macular degeneration (extreme sampling)	720 European ancestry grade 5 cases, 513 European ancestry grade 1 controls	70 European ancestry grade 5 cases, 73 European ancestry grade 1 controls	Affymetrix [2543887] (imputed)	3	age-related macular degeneration	http://www.ebi.ac.uk/efo/EFO_0001365	GCST001987	Genome-wide genotyping array
2009-05-19	19430479	Levy D	2009-05-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19430479	Genome-wide association study of blood pressure and hypertension.	Hypertension	29,136 European ancestry individuals	34,433 European ancestry individuals	Affymetrix, Illumina [2533153] (imputed)	4	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST000398	Genome-wide genotyping array
2009-05-19	19430479	Levy D	2009-05-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19430479	Genome-wide association study of blood pressure and hypertension.	Systolic blood pressure	29,136 European ancestry individuals	34,433 European ancestry individuals	Affymetrix, Illumina [2533153] (imputed)	7	systolic blood pressure	http://www.ebi.ac.uk/efo/EFO_0006335	GCST000393	Genome-wide genotyping array
2009-05-19	19430479	Levy D	2009-05-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19430479	Genome-wide association study of blood pressure and hypertension.	Diastolic blood pressure	29,136 European ancestry individuals	34,433 European ancestry individuals	Affymetrix, Illumina [2533153] (imputed)	7	diastolic blood pressure	http://www.ebi.ac.uk/efo/EFO_0006336	GCST000396	Genome-wide genotyping array
2010-12-16	21082022	Padmanabhan S	2010-10-28	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21082022	Genome-wide association study of blood pressure extremes identifies variant near UMOD associated with hypertension.	Hypertension	1,621 extreme cases, 1,699 controls	19,845 extreme cases, 16,541 controls	Illumina [521220] (imputed)	1	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST000849	Genome-wide genotyping array
2012-01-06	22144573	O'Donnell CJ	2011-12-05	Circulation	www.ncbi.nlm.nih.gov/pubmed/22144573	Genome-wide association study for coronary artery calcification with follow-up in myocardial infarction.	Coronary artery calcification	9,961 European ancestry individuals	6,032 European ancestry individuals	Affymetrix, Illumina [~ 2500000] (imputed)	3	coronary artery calcification	http://www.ebi.ac.uk/efo/EFO_0004723	GCST001347	Genome-wide genotyping array
2009-05-07	18821565	Lasky-Su J	2008-12-05	Am J Med Genet B Neuropsychiatr Genet	www.ncbi.nlm.nih.gov/pubmed/18821565	Genome-wide association scan of quantitative traits for attention deficit hyperactivity disorder identifies novel associations and confirms candidate gene associations.	Inattentive symptoms	930 European ancestry trios	NA	Perlegen [429981]	15	behavior	http://purl.obolibrary.org/obo/GO_0007610	GCST000279	Genome-wide genotyping array
2009-05-07	18821565	Lasky-Su J	2008-12-05	Am J Med Genet B Neuropsychiatr Genet	www.ncbi.nlm.nih.gov/pubmed/18821565	Genome-wide association scan of quantitative traits for attention deficit hyperactivity disorder identifies novel associations and confirms candidate gene associations.	Hyperactive-impulsive symptoms	930 European ancestry trios	NA	Perlegen [429981]	14	behavior	http://purl.obolibrary.org/obo/GO_0007610	GCST000278	Genome-wide genotyping array
2009-05-07	18821565	Lasky-Su J	2008-12-05	Am J Med Genet B Neuropsychiatr Genet	www.ncbi.nlm.nih.gov/pubmed/18821565	Genome-wide association scan of quantitative traits for attention deficit hyperactivity disorder identifies novel associations and confirms candidate gene associations.	Attention deficit hyperactivity disorder	930 European ancestry trios	NA	Perlegen [429981]	19	attention deficit hyperactivity disorder	http://www.ebi.ac.uk/efo/EFO_0003888	GCST000281	Genome-wide genotyping array
2009-09-30	19749757	Tanaka Y	2009-09-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19749757	Genome-wide association of IL28B with response to pegylated interferon-alpha and ribavirin therapy for chronic hepatitis C.	Response to hepatitis C treatment	64 Japanese ancestry responders, 78 Japanese ancestry non-responders	122 Japanese ancestry responders, 50 Japanese ancestry non-responders	Affymetrix [621220]	1	chronic hepatitis C virus infection	http://www.ebi.ac.uk/efo/EFO_0004220	GCST000486	Genome-wide genotyping array
2011-01-06	21079607	Wang K	2010-11-16	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/21079607	A genome-wide association study on common SNPs and rare CNVs in anorexia nervosa.	Anorexia nervosa	1,033 European ancestry cases, 3,733 European ancestry controls	NA	Illumina [~ 598000]	9	anorexia nervosa	http://www.ebi.ac.uk/efo/EFO_0004215	GCST000873	Genome-wide genotyping array
2009-06-14	19454037	Arnett DK	2009-05-19	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/19454037	Genome-wide association study identifies single-nucleotide polymorphism in KCNB1 associated with left ventricular mass in humans: the HyperGEN Study.	Left ventricular mass	101 European ancestry cases, 101 European ancestry controls	704 European ancestry individuals, 1,467 African American individuals	Affymetrix [96258]	2	left ventricular structural measurement	http://www.ebi.ac.uk/efo/EFO_0008205	GCST000407	Genome-wide genotyping array
2011-01-03	21072201	Kim JH	2010-11-03	PLoS One	www.ncbi.nlm.nih.gov/pubmed/21072201	Genome-wide and follow-up studies identify CEP68 gene variants associated with risk of aspirin-intolerant asthma.	Aspirin intolerance in asthmatics	80 Korean ancestry cases, 100 Korean ancestry controls	163 Korean ancestry cases, 429 Korean ancestry controls	Illumina [96984]	0	aspirin induced asthma	http://purl.obolibrary.org/obo/HP_0012042	GCST000859	Genome-wide genotyping array
2013-11-29	23722424	Rietveld CA	2013-05-30	Science	www.ncbi.nlm.nih.gov/pubmed/23722424	GWAS of 126,559 individuals identifies genetic variants associated with educational attainment.	Educational attainment	up to 101,069 European ancestry individuals	25,490 European ancestry individuals	Affymetrix, Illumina, Perlegen [up to 2309290] (imputed)	9	self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0004784	GCST002045	Genome-wide genotyping array
2013-12-01	23722424	Rietveld CA	2013-05-30	Science	www.ncbi.nlm.nih.gov/pubmed/23722424	GWAS of 126,559 individuals identifies genetic variants associated with educational attainment.	Educational attainment (college completion)	up to 126,559 European ancestry individuals	NA	Affymetrix, Illumina, Perlegen [up to 23218963] (imputed)	1	self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0004784	GCST002047	Genome-wide genotyping array
2019-08-09	23722424	Rietveld CA	2013-05-30	Science	www.ncbi.nlm.nih.gov/pubmed/23722424	GWAS of 126,559 individuals identifies genetic variants associated with educational attainment.	Educational attainment (years of education)	up to 126,559 European ancestry individuals	NA	Affymetrix, Illumina, Perlegen [up to 23218963] (imputed)	3	self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0004784	GCST008396	Genome-wide genotyping array
2009-04-03	19330030	Thomas G	2009-03-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19330030	A multistage genome-wide association study in breast cancer identifies two new risk alleles at 1p11.2 and 14q24.1 (RAD51L1).	Breast cancer	1,145 European ancestry cases, 1,142 European ancestry controls	8,625 European ancestry cases, 9,657 European ancestry controls	Illumina [528173]	6	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST000365	Genome-wide genotyping array
2010-03-06	20169177	Yang W	2010-02-12	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/20169177	Genome-wide association study in Asian populations identifies variants in ETS1 and WDFY4 associated with systemic lupus erythematosus.	Systemic lupus erythematosus	314 Chinese ancestry cases, 1,484 Chinese ancestry controls	2,630 Chinese ancestry cases, 2,155 Chinese ancestry controls, 314 Thai ancestry cases, 519 Thai ancestry controls	Illumina [514221]	2	systemic lupus erythematosus	http://www.ebi.ac.uk/efo/EFO_0002690	GCST000592	Genome-wide genotyping array
2010-03-23	20171287	Stein JL	2010-02-17	Neuroimage	www.ncbi.nlm.nih.gov/pubmed/20171287	Voxelwise genome-wide association study (vGWAS).	Brain structure	740 European ancestry individuals	NA	Illumina [448293]	19	brain measurement	http://www.ebi.ac.uk/efo/EFO_0004464	GCST000597	Genome-wide genotyping array
