	STUDY ACCESSION	DISEASE/TRAIT	Disease trait	Parent term
1342	GCST007772	Hyperinsulinemia in more-fat diet	Hyperinsulinemia in more-fat diet	Lipid or lipoprotein measurement
1343	GCST007772	Hyperinsulinemia in more-fat diet	Hyperinsulinemia in more-fat diet	Other measurement
1344	GCST007773	Hyperinsulinemia in less-fat diet	Hyperinsulinemia in less-fat diet	Lipid or lipoprotein measurement
1345	GCST007773	Hyperinsulinemia in less-fat diet	Hyperinsulinemia in less-fat diet	Other measurement
1346	GCST007342	Depression	Depression	Neurological disorder
1347	GCST007342	Depression	Depression	Other measurement
1348	GCST007824	Monoclonal gammopathy of undetermined significance	Monoclonal gammopathy of undetermined significance	Other disease
1349	GCST007703	Systolic blood pressure	Systolic blood pressure	Other measurement
1350	GCST007703	Systolic blood pressure	Systolic blood pressure	Other measurement
1351	GCST007704	Diastolic blood pressure	Diastolic blood pressure	Other measurement
1352	GCST007704	Diastolic blood pressure	Diastolic blood pressure	Other measurement
1353	GCST007705	Pulse pressure	Pulse pressure	Cardiovascular measurement
1354	GCST007706	Mean arterial pressure	Mean arterial pressure	Other measurement
1355	GCST007707	Hypertension	Hypertension	Cardiovascular disease
1356	GCST007839	Mouth ulcers	Mouth ulcers	Other trait
1357	GCST007694	executive function (trail making test B)	executive function (trail making test B)	Other measurement
1358	GCST007695	perceptual and visual search speed and executive function (trail making test BA)	perceptual and visual search speed and executive function (trail making test BA)	Other measurement
1359	GCST007695	perceptual and visual search speed and executive function (trail making test BA)	perceptual and visual search speed and executive function (trail making test BA)	Biological process
1360	GCST007696	perceptual and visual search speed (trail making test A) (age interaction)	perceptual and visual search speed (trail making test A) (age interaction)	Biological process
1361	GCST007697	executive function (trail making test B) (age interaction)	executive function (trail making test B) (age interaction)	Other measurement
1362	GCST007698	perceptual and visual search speed and executive function (trail making test BA) (age interaction)	perceptual and visual search speed and executive function (trail making test BA) (age interaction)	Other measurement
1363	GCST007698	perceptual and visual search speed and executive function (trail making test BA) (age interaction)	perceptual and visual search speed and executive function (trail making test BA) (age interaction)	Biological process
1364	GCST007693	perceptual and visual search speed (trail making test A)	perceptual and visual search speed (trail making test A)	Biological process
1365	GCST007708	Worry/vulnerability (special factor of neuroticism)	Worry/vulnerability (special factor of neuroticism)	Other measurement
1366	GCST007710	Anxiety/tension (special factor of neuroticism)	Anxiety/tension (special factor of neuroticism)	Other measurement
1367	GCST007709	General factor of neuroticism	General factor of neuroticism	Other measurement
1368	GCST008176	Gestational age at birth (child effect)	Gestational age at birth (child effect)	Other measurement
1369	GCST008176	Gestational age at birth (child effect)	Gestational age at birth (child effect)	Other measurement
1370	GCST008177	Spontaneous preterm birth (preterm birth)	Spontaneous preterm birth (preterm birth)	Other measurement
1371	GCST008177	Spontaneous preterm birth (preterm birth)	Spontaneous preterm birth (preterm birth)	Other trait
1372	GCST008178	Early spontaneous preterm birth	Early spontaneous preterm birth	Other trait
1373	GCST008179	Moderate-to-late spontaneous preterm birth	Moderate-to-late spontaneous preterm birth	Other trait
1374	GCST008180	Spontaneous preterm birth with premature rupture of membranes	Spontaneous preterm birth with premature rupture of membranes	Other trait
1375	GCST008180	Spontaneous preterm birth with premature rupture of membranes	Spontaneous preterm birth with premature rupture of membranes	Other disease
1376	GCST008181	Spontaneous preterm birth without premature rupture of membranes	Spontaneous preterm birth without premature rupture of membranes	Other trait
1377	GCST008478	Neurological blood protein biomarker levels	Neurological blood protein biomarker levels	Other measurement
1378	GCST007844	Ankylosing spondylitis	Ankylosing spondylitis	Immune system disorder
1379	GCST008398	Glycated hemoglobin levels	Glycated hemoglobin levels	Other measurement
1380	GCST008706	Cerebrospinal fluid sTREM-2 levels	Cerebrospinal fluid sTREM-2 levels	Other measurement
1381	GCST007280	Number of twin births	Number of twin births	Other measurement
1382	GCST008487	Coffee consumption	Coffee consumption	Biological process
1383	GCST008487	Coffee consumption	Coffee consumption	Other measurement
1384	GCST008487	Coffee consumption	Coffee consumption	Other measurement
1385	GCST008025	Body mass index	Body mass index	Body measurement
1386	GCST008025	Body mass index	Body mass index	Body measurement
1387	GCST008025	Body mass index	Body mass index	Other measurement
1388	GCST008026	Chronic kidney disease	Chronic kidney disease	Other disease
1389	GCST008026	Chronic kidney disease	Chronic kidney disease	Other measurement
1390	GCST008026	Chronic kidney disease	Chronic kidney disease	Other measurement
1391	GCST008027	Smoking behaviour (cigarettes smoked per day)	Smoking behaviour (cigarettes smoked per day)	Other measurement
1392	GCST008028	Coffee consumption (cups per day)	Coffee consumption (cups per day)	Biological process
1393	GCST008028	Coffee consumption (cups per day)	Coffee consumption (cups per day)	Other measurement
1394	GCST008029	Diastolic blood pressure	Diastolic blood pressure	Other measurement
1395	GCST008029	Diastolic blood pressure	Diastolic blood pressure	Other measurement
1396	GCST008030	Estimated glomerular filtration rate	Estimated glomerular filtration rate	Other measurement
1397	GCST008031	End-stage renal disease	End-stage renal disease	Other disease
1398	GCST008032	Fasting blood glucose	Fasting blood glucose	Other measurement
1399	GCST008033	Fasting blood insulin	Fasting blood insulin	Other measurement
1400	GCST008034	Hemoglobin A1c levels	Hemoglobin A1c levels	Other measurement
1401	GCST008034	Hemoglobin A1c levels	Hemoglobin A1c levels	Hematological measurement
1402	GCST008035	High density lipoprotein cholesterol levels	High density lipoprotein cholesterol levels	Lipid or lipoprotein measurement
1403	GCST008036	Hypertension	Hypertension	Cardiovascular disease
1404	GCST008037	Low density lipoprotein cholesterol levels	Low density lipoprotein cholesterol levels	Lipid or lipoprotein measurement
1405	GCST008038	Mean corpuscular hemoglobin concentration	Mean corpuscular hemoglobin concentration	Hematological measurement
1406	GCST008038	Mean corpuscular hemoglobin concentration	Mean corpuscular hemoglobin concentration	Hematological measurement
1407	GCST008039	Platelet count	Platelet count	Hematological measurement
1408	GCST008042	PR interval	PR interval	Cardiovascular measurement
1409	GCST008043	QT interval	QT interval	Cardiovascular measurement
1410	GCST008044	Systolic blood pressure	Systolic blood pressure	Other measurement
1411	GCST008044	Systolic blood pressure	Systolic blood pressure	Other measurement
1412	GCST008045	Total cholesterol levels	Total cholesterol levels	Lipid or lipoprotein measurement
1413	GCST008046	Triglyceride levels	Triglyceride levels	Lipid or lipoprotein measurement
1414	GCST008048	Type 2 diabetes	Type 2 diabetes	Metabolic disorder
1415	GCST008049	White blood cell count	White blood cell count	Hematological measurement
1416	GCST008049	White blood cell count	White blood cell count	Inflammatory measurement
1417	GCST008049	White blood cell count	White blood cell count	Hematological measurement
1418	GCST008049	White blood cell count	White blood cell count	Hematological measurement
1419	GCST008049	White blood cell count	White blood cell count	Hematological measurement
1420	GCST008050	Waist-hip ratio	Waist-hip ratio	Other measurement
1421	GCST008050	Waist-hip ratio	Waist-hip ratio	Body measurement
1422	GCST008051	Waist-hip ratio	Waist-hip ratio	Other measurement
1423	GCST008051	Waist-hip ratio	Waist-hip ratio	Body measurement
1424	GCST008052	Waist-hip ratio	Waist-hip ratio	Other measurement
1425	GCST008052	Waist-hip ratio	Waist-hip ratio	Body measurement
1426	GCST008053	Height	Height	Other measurement
1427	GCST008053	Height	Height	Body measurement
1428	GCST008040	Height	Height	Other measurement
1429	GCST008040	Height	Height	Body measurement
1430	GCST008041	Height	Height	Other measurement
1431	GCST008041	Height	Height	Body measurement
1432	GCST008054	QRS duration	QRS duration	Cardiovascular measurement
1433	GCST008054	QRS duration	QRS duration	Cardiovascular measurement
1434	GCST008054	QRS duration	QRS duration	Cardiovascular measurement
1435	GCST008055	C-reactive protein levels	C-reactive protein levels	Inflammatory measurement
1436	GCST007988	Insomnia	Insomnia	Neurological disorder
1437	GCST007988	Insomnia	Insomnia	Other measurement
1438	GCST007987	Daytime nap	Daytime nap	Other measurement
1439	GCST007983	Morningness	Morningness	Other measurement
1440	GCST007982	Sleep duration	Sleep duration	Other measurement
1441	GCST007986	Ease of getting up in the morning	Ease of getting up in the morning	Other measurement
1442	GCST007984	Daytime sleepiness	Daytime sleepiness	Other measurement
1443	GCST007985	Snoring	Snoring	Other measurement
1444	GCST007293	Body fat distribution (arm fat ratio)	Body fat distribution (arm fat ratio)	Body measurement
1445	GCST007295	Body fat distribution (leg fat ratio)	Body fat distribution (leg fat ratio)	Body measurement
1446	GCST007294	Body fat distribution (trunk fat ratio)	Body fat distribution (trunk fat ratio)	Body measurement
1447	GCST007556	Autism spectrum disorder	Autism spectrum disorder	Neurological disorder
1448	GCST007553	Autism and major depressive disorder (MTAG)	Autism and major depressive disorder (MTAG)	Neurological disorder
1449	GCST007553	Autism and major depressive disorder (MTAG)	Autism and major depressive disorder (MTAG)	Neurological disorder
1450	GCST007555	Autism and schizophrenia (MTAG)	Autism and schizophrenia (MTAG)	Neurological disorder
1451	GCST007555	Autism and schizophrenia (MTAG)	Autism and schizophrenia (MTAG)	Neurological disorder
1452	GCST007554	Autism and educational attainment (MTAG)	Autism and educational attainment (MTAG)	Other measurement
1453	GCST007554	Autism and educational attainment (MTAG)	Autism and educational attainment (MTAG)	Neurological disorder
1454	GCST008444	High density lipoprotein cholesterol levels	High density lipoprotein cholesterol levels	Lipid or lipoprotein measurement
1455	GCST007445	Factor VIII levels	Factor VIII levels	Hematological measurement
1456	GCST007446	vWF levels	vWF levels	Hematological measurement
1457	GCST007447	vWF and FVIII levels	vWF and FVIII levels	Hematological measurement
1458	GCST007447	vWF and FVIII levels	vWF and FVIII levels	Other measurement
1459	GCST007447	vWF and FVIII levels	vWF and FVIII levels	Hematological measurement
1460	GCST006228	Systolic blood pressure	Systolic blood pressure	Other measurement
1461	GCST006228	Systolic blood pressure	Systolic blood pressure	Other measurement
1462	GCST006231	Mean arterial pressure	Mean arterial pressure	Other measurement
1463	GCST006227	Diastolic blood pressure	Diastolic blood pressure	Other measurement
1464	GCST006227	Diastolic blood pressure	Diastolic blood pressure	Other measurement
1465	GCST006230	Pulse pressure	Pulse pressure	Cardiovascular measurement
1466	GCST006229	Hypertension	Hypertension	Cardiovascular disease
1467	GCST004781	Sulfasalazine-induced agranulocytosis	Sulfasalazine-induced agranulocytosis	Other trait
1468	GCST004781	Sulfasalazine-induced agranulocytosis	Sulfasalazine-induced agranulocytosis	Response to drug
1469	GCST004137	Optic cup area	Optic cup area	Other measurement
1470	GCST004075	Vertical cup-disc ratio	Vertical cup-disc ratio	Other measurement
1471	GCST004075	Vertical cup-disc ratio	Vertical cup-disc ratio	Other measurement
1472	GCST004076	Optic disc area	Optic disc area	Other measurement
1473	GCST004076	Optic disc area	Optic disc area	Other measurement
1474	GCST004074	Intraocular pressure	Intraocular pressure	Other measurement
1475	GCST006200	Thiopurine-induced severe leukopenia in inflammatory bowel disease (conditioned on rs116855232)	Thiopurine-induced severe leukopenia in inflammatory bowel disease (conditioned on rs116855232)	Digestive system disorder
1476	GCST006200	Thiopurine-induced severe leukopenia in inflammatory bowel disease (conditioned on rs116855232)	Thiopurine-induced severe leukopenia in inflammatory bowel disease (conditioned on rs116855232)	Other trait
1477	GCST006200	Thiopurine-induced severe leukopenia in inflammatory bowel disease (conditioned on rs116855232)	Thiopurine-induced severe leukopenia in inflammatory bowel disease (conditioned on rs116855232)	Response to drug
1478	GCST006201	Thiopurine-induced leukopenia in inflammatory bowel disease	Thiopurine-induced leukopenia in inflammatory bowel disease	Digestive system disorder
1479	GCST006201	Thiopurine-induced leukopenia in inflammatory bowel disease	Thiopurine-induced leukopenia in inflammatory bowel disease	Other trait
1480	GCST006201	Thiopurine-induced leukopenia in inflammatory bowel disease	Thiopurine-induced leukopenia in inflammatory bowel disease	Response to drug
